Date,Time,Club,Club Head Speed (mph),Ball Speed (mph),Launch Angle (deg),Launch Direction (deg),Total Spin (rpm),Carry Distance (yd),Total Distance (yd),Smash Factor,Accuracy (yd),Peak Height (yd)
"2024-02-21","14:37:20","Driver","108.1","157.7","18.6","-1.9","3571","277.6","278.1","1.459","16.2","140.5"
"2024-03-20","10:29:45","LW","69.9","77.8","57.0","13.7","10707","83.7","83.1","1.114","5.6","54.4"
"2024-09-08","17:27:57","SW","75.5","88.7","52.9","-13.7","9311","105.5","111.8","1.175","16.3","55.7"
"2024-04-23","10:09:47","7H","90.8","118.9","17.2","-8.2","5324","151.5","146.9","1.310","-0.8","100.5"
"2024-08-16","19:54:20","4H","94.1","124.9","19.3","-6.7","4826","174.9","181.1","1.328","11.6","122.2"
"2024-10-21","12:44:55","LW","64.9","71.4","51.6","-9.4","10765","87.2","95.0","1.100","18.1","61.4"
"2024-05-16","07:17:34","2H","97.3","133.1","21.8","-10.3","4210","196.3","205.1","1.368","-14.0","118.4"
"2024-11-26","06:33:25","GW","75.3","88.5","55.0","-3.1","8847","108.7","105.1","1.175","-5.8","66.6"
"2024-08-17","13:04:25","PW","81.8","99.4","44.0","-10.3","8840","113.7","121.2","1.216","-8.6","79.8"
"2024-08-15","17:43:53","5W","98.6","139.5","20.8","-7.8","4094","230.9","233.0","1.415","15.2","143.3"
"2024-06-17","19:04:15","4H","92.1","124.7","16.7","-1.7","5595","171.4","174.8","1.353","14.3","93.2"
"2024-03-20","07:49:56","PW","82.0","99.9","43.7","-13.8","8309","138.0","142.3","1.218","-7.4","77.0"
"2024-11-06","18:34:46","GW","70.1","81.9","53.7","-9.5","9141","89.6","90.2","1.169","-13.1","51.2"
"2024-09-13","08:30:12","5H","90.9","122.8","20.5","-8.7","5326","172.7","176.5","1.350","7.5","86.8"
"2024-01-18","12:34:57","3W","89.2","126.8","21.5","11.2","4392","202.8","211.4","1.422","0.4","124.5"
"2024-04-15","18:15:30","7H","86.5","114.9","21.9","1.1","4889","148.0","152.9","1.329","16.3","102.6"
"2024-08-17","12:27:34","Driver","109.6","162.3","15.6","4.0","2338","280.2","287.1","1.481","-9.6","210.0"
"2024-10-20","10:50:11","5H","93.0","124.5","17.9","12.5","4896","151.3","147.4","1.338","6.0","80.6"
"2024-02-12","07:41:12","5W","90.2","128.8","14.4","12.1","4971","222.2","218.7","1.428","-16.8","169.0"
"2024-08-12","11:49:25","Driver","105.0","153.1","20.4","-4.3","3092","237.0","244.8","1.457","-11.8","139.1"
"2024-03-21","08:50:34","4H","96.0","127.4","19.1","1.6","5081","160.4","155.4","1.327","17.7","100.0"
"2024-01-20","11:58:13","Driver","113.0","168.5","21.0","9.3","2580","287.9","294.5","1.491","6.7","208.5"
"2024-04-19","08:08:07","SW","76.0","88.5","53.6","-3.9","9811","95.2","91.8","1.165","-3.3","58.0"
"2024-12-13","19:48:25","SW","72.8","87.0","51.4","-11.8","10175","97.3","93.2","1.196","-7.2","59.4"
"2024-04-23","14:45:01","9H","93.5","122.4","23.0","-3.4","5941","146.8","150.0","1.309","1.3","104.3"
"2024-01-05","11:15:30","5H","88.3","117.2","22.9","6.6","4299","166.6","170.8","1.327","10.6","126.7"
"2024-01-12","12:46:42","2H","94.3","127.4","21.1","-6.3","4311","174.7","183.5","1.351","1.7","124.4"
"2024-11-16","13:13:38","GW","69.4","80.6","51.3","-3.7","8656","106.9","112.0","1.162","-3.8","67.0"
"2024-03-22","13:19:28","PW","77.0","93.4","40.4","-3.5","8586","135.8","140.7","1.214","0.0","93.1"
"2024-07-04","11:06:04","5H","86.9","116.9","19.0","-10.4","5288","179.2","183.6","1.344","-9.7","139.8"
"2024-02-16","11:09:49","3H","97.7","132.4","17.3","11.4","4593","166.6","175.4","1.355","13.4","112.8"
"2024-07-08","08:10:15","3H","98.2","135.2","21.5","-12.5","5221","183.9","184.7","1.377","-15.4","114.4"
"2024-05-28","13:51:38","6H","94.4","123.5","17.4","7.0","4619","177.3","181.0","1.308","5.1","107.3"
"2024-11-23","19:55:26","3W","96.1","135.2","15.0","-14.7","3264","236.9","241.4","1.408","19.7","130.7"
"2024-02-19","08:31:14","2H","95.5","133.1","19.0","8.9","4032","192.4","196.2","1.394","11.8","100.0"
"2024-04-16","19:33:09","3W","100.6","142.7","19.2","-9.0","4401","213.3","217.0","1.419","12.6","128.6"
"2024-07-03","11:06:14","5H","94.8","127.0","22.9","13.9","3934","172.8","177.7","1.340","10.0","111.6"
"2024-12-10","07:26:27","7H","87.9","114.5","23.3","-1.2","6465","134.7","143.2","1.303","-13.0","86.6"
"2024-06-27","16:41:43","5W","104.1","145.0","15.9","13.4","4860","203.4","198.6","1.392","17.1","102.6"
"2024-08-18","12:19:48","6H","91.7","121.9","21.1","-5.7","5046","150.0","149.7","1.329","-0.3","91.0"
"2024-04-25","18:01:38","LW","67.8","75.7","56.3","-1.4","10022","82.2","88.3","1.116","-5.0","44.1"
"2024-04-10","06:32:43","PW","78.9","95.3","41.7","5.3","9176","135.9","134.6","1.209","-7.2","89.4"
"2024-12-11","15:59:43","LW","69.8","77.7","53.0","10.8","10525","84.0","83.1","1.113","7.8","63.1"
"2024-05-04","18:41:46","9H","83.7","110.4","17.0","-9.7","6494","165.0","161.8","1.318","3.0","117.3"
"2024-11-01","14:39:34","3H","93.3","127.2","20.6","11.8","4052","195.0","203.4","1.364","3.3","130.2"
"2024-08-13","14:53:44","Driver","105.6","157.0","11.3","-13.5","3106","236.9","238.8","1.487","3.7","174.5"
"2024-08-24","09:43:36","GW","71.7","83.6","45.3","7.6","9579","93.4","93.9","1.166","-15.4","54.4"
"2024-02-27","07:48:34","Driver","111.3","165.1","20.2","11.7","4203","274.0","272.9","1.483","11.0","205.7"
"2024-11-01","18:24:36","GW","68.7","80.8","47.7","-0.2","10094","91.2","91.9","1.177","15.5","47.1"
"2024-02-09","12:18:40","9H","87.9","115.0","19.5","12.4","4905","135.0","134.0","1.308","7.9","101.2"
"2024-07-05","19:25:56","8H","92.7","120.8","18.4","4.8","6261","131.4","140.7","1.303","16.5","74.6"
"2024-10-11","12:48:20","SW","72.4","86.7","47.0","9.9","8782","117.7","119.3","1.198","2.6","91.4"
"2024-04-04","11:22:00","3W","91.4","129.1","19.9","14.4","4479","240.8","236.1","1.413","-6.4","137.5"
"2024-02-20","13:06:52","8H","84.7","111.3","18.7","-8.0","4737","149.4","159.0","1.315","-14.4","109.3"
"2024-10-09","08:15:19","4H","91.6","122.4","17.4","2.1","5447","170.9","169.0","1.336","12.9","105.2"
"2024-12-18","09:20:38","LW","66.9","76.0","55.2","1.4","10477","82.4","89.6","1.136","16.0","42.2"
"2024-06-24","14:37:48","SW","73.3","86.1","46.1","-3.8","8718","92.1","99.6","1.174","-5.7","53.6"
"2024-07-15","13:37:15","8H","91.4","119.4","22.2","-6.5","5254","164.2","172.2","1.305","-1.5","115.8"
"2024-06-15","16:44:31","4H","86.4","116.1","16.1","9.6","4866","159.3","156.1","1.344","12.0","92.9"
"2024-07-22","16:08:12","8H","88.0","116.6","23.9","5.3","4697","151.4","148.3","1.325","-4.9","78.7"
"2024-04-01","13:17:23","3W","91.8","131.0","16.3","-1.6","4302","201.1","208.3","1.427","-14.2","151.0"
"2024-01-12","07:02:04","5H","92.5","123.5","16.1","-11.7","4436","179.5","181.0","1.336","10.4","107.1"
"2024-05-18","09:08:46","Driver","111.4","161.5","19.1","-14.4","3033","219.7","222.9","1.450","-15.8","161.2"
"2024-03-08","13:03:50","SW","71.7","85.3","49.3","9.9","8813","117.1","123.8","1.189","9.9","80.0"
"2024-08-15","08:09:51","3W","88.2","125.9","18.1","-8.2","4624","227.7","228.4","1.428","1.3","127.5"
"2024-07-28","17:26:24","GW","76.3","88.7","47.4","0.6","8573","94.3","97.4","1.163","-16.5","74.7"
"2024-11-26","11:46:55","GW","77.0","89.1","49.6","7.5","8636","98.6","104.9","1.157","10.5","52.8"
"2024-08-03","10:01:52","5H","92.0","124.6","21.2","0.5","3930","142.9","145.6","1.354","-14.5","71.9"
"2024-04-03","11:03:33","SW","73.0","86.8","45.8","2.7","9585","101.6","106.7","1.188","-13.6","60.1"
"2024-02-10","13:28:10","LW","68.2","75.1","54.2","3.0","9817","71.3","71.3","1.101","-6.3","46.6"
"2024-11-25","16:24:45","SW","73.9","86.1","50.3","-3.5","9339","112.9","113.8","1.165","-7.3","72.2"
"2024-08-22","08:35:53","5W","91.5","130.0","18.8","-14.7","3081","201.2","203.7","1.420","12.6","107.1"
"2024-05-26","17:23:00","9H","88.3","116.7","21.9","-13.9","6419","147.1","156.6","1.322","1.9","87.1"
"2024-10-23","14:11:41","5H","97.0","128.3","19.2","12.8","3989","158.5","163.1","1.322","2.6","118.1"
"2024-01-08","16:16:28","6H","90.1","117.9","20.6","10.9","4867","142.6","137.9","1.309","-11.9","78.0"
"2024-08-21","11:18:47","GW","72.0","85.3","46.0","6.2","9856","109.8","119.6","1.185","17.8","62.5"
"2024-01-19","07:26:50","7H","88.9","118.9","20.0","8.6","6068","151.7","160.6","1.338","4.2","116.5"
"2024-07-27","16:11:41","7H","85.0","113.3","22.6","2.3","6230","161.1","164.3","1.333","-16.4","124.7"
"2024-10-11","16:15:57","7H","90.4","117.7","21.5","-0.0","5685","141.5","145.7","1.302","7.6","95.8"
"2024-05-04","18:39:56","PW","77.2","92.7","46.8","3.1","8813","132.7","137.8","1.200","2.0","74.5"
"2024-06-14","14:17:43","8H","83.4","110.0","20.2","3.6","6077","149.8","148.1","1.320","12.5","117.7"
"2024-10-12","13:27:21","6H","93.0","120.9","22.0","-12.1","5575","152.4","153.7","1.300","-8.2","100.5"
"2024-11-05","08:39:04","Driver","105.5","153.0","11.2","11.1","3585","259.8","260.2","1.451","-1.1","172.7"
"2024-08-11","08:19:52","5H","93.0","124.9","20.0","-1.3","5129","155.8","158.7","1.342","-17.4","103.7"
"2024-04-20","19:12:19","Driver","105.7","154.0","19.3","-1.0","3788","227.1","233.7","1.457","-6.9","169.2"
"2024-02-27","17:56:14","5H","92.3","123.8","22.6","12.4","5198","166.8","162.6","1.341","-8.0","118.8"
"2024-07-25","15:27:25","PW","73.6","91.8","46.9","-4.7","8950","134.9","133.6","1.248","12.2","106.4"
"2024-10-16","14:44:40","2H","97.5","134.8","21.3","13.4","4952","172.5","170.4","1.382","12.2","122.1"
"2024-12-17","13:02:07","PW","74.5","92.9","44.7","4.8","8733","126.7","130.7","1.247","19.9","63.8"
"2024-06-26","06:00:12","6H","90.0","120.5","21.7","-6.7","5464","164.4","169.0","1.339","-3.6","107.0"
"2024-08-05","12:38:56","3H","93.9","131.3","18.9","14.5","4119","173.2","180.7","1.399","-17.0","102.8"
"2024-01-28","15:49:53","PW","72.7","90.2","40.3","13.6","7766","123.6","120.0","1.241","13.6","78.1"
"2024-04-01","17:37:14","7H","89.4","116.7","21.6","-11.4","4642","135.0","143.6","1.305","-0.0","96.9"
"2024-12-26","07:32:02","5W","90.6","125.6","12.8","10.2","3135","202.7","201.3","1.386","-12.7","116.5"
"2024-03-24","08:30:09","3H","93.6","129.4","14.8","-9.1","5377","184.8","194.3","1.383","7.9","135.5"
"2024-11-08","10:46:41","GW","76.6","89.0","49.2","-14.7","8810","96.4","106.1","1.162","-11.9","70.6"
"2024-12-24","06:14:57","5W","98.7","140.2","15.9","6.4","4542","216.3","225.7","1.420","-17.2","152.0"
"2024-12-18","14:38:30","4H","94.6","125.7","18.5","-6.8","4377","150.0","152.8","1.329","-17.4","81.7"
"2024-03-13","07:59:41","5W","90.8","125.8","13.5","7.0","4054","210.7","208.6","1.385","15.2","137.8"
"2024-02-11","17:43:12","9H","94.3","124.3","17.2","-14.2","5969","155.2","158.6","1.317","-8.7","86.7"
"2024-09-03","16:45:38","9H","86.8","116.0","16.5","-9.2","5796","148.8","147.2","1.336","12.5","78.5"
"2024-04-02","13:35:58","Driver","101.3","148.6","10.2","0.1","2453","271.7","276.6","1.466","10.5","216.6"
"2024-08-09","08:22:11","PW","78.5","96.8","45.9","-3.7","9420","116.5","114.9","1.233","-15.4","83.2"
"2024-04-02","17:24:07","6H","89.3","118.8","18.4","0.8","5082","166.0","174.0","1.330","5.8","91.3"
"2024-02-28","13:35:31","Driver","100.6","148.5","20.5","5.2","4333","295.4","292.4","1.476","-15.2","216.5"
"2024-03-24","12:48:56","3W","93.6","132.1","18.6","4.0","4988","204.2","200.4","1.412","19.6","110.9"
"2024-04-14","15:58:10","GW","71.3","84.7","47.6","-8.7","9410","90.8","99.9","1.188","18.3","63.7"
"2024-04-05","16:30:08","GW","74.7","86.8","50.2","2.8","9427","102.8","103.4","1.162","-5.6","73.3"
"2024-07-05","06:51:52","6H","92.5","120.7","21.5","9.0","4712","144.0","143.8","1.305","-2.1","114.9"
"2024-05-03","13:41:09","6H","87.7","116.7","16.6","6.3","6074","148.0","155.4","1.330","17.3","93.6"
"2024-04-23","11:21:52","PW","82.9","101.2","43.1","-2.4","8129","126.8","128.5","1.221","-18.9","94.4"
"2024-02-03","14:40:40","PW","74.7","91.5","47.8","-14.0","8957","135.7","132.1","1.224","5.3","79.8"
"2024-05-19","18:52:23","Driver","100.1","148.6","11.3","8.4","3061","250.2","255.8","1.484","-14.0","191.9"
"2024-11-14","14:14:05","GW","75.0","88.3","52.3","-11.4","8852","102.6","104.8","1.177","9.2","65.2"
"2024-02-11","15:54:26","3H","92.0","128.0","19.1","3.9","4278","185.3","186.9","1.391","14.6","94.7"
"2024-10-20","06:45:11","5W","99.5","140.6","13.7","-7.1","4481","198.7","195.7","1.414","19.4","133.6"
"2024-11-20","11:41:03","PW","80.5","98.3","44.8","-11.6","7801","130.7","125.9","1.221","18.3","76.6"
"2024-02-23","11:08:39","9H","90.6","121.2","20.6","-5.1","6118","146.4","152.3","1.339","-13.6","105.3"
"2024-04-12","17:08:00","6H","85.5","114.1","16.1","8.5","4528","160.8","161.9","1.334","-15.2","114.7"
"2024-12-22","13:15:40","Driver","102.8","153.3","19.9","-2.1","3132","249.6","253.3","1.492","-18.7","146.7"
"2024-08-12","08:16:41","GW","69.8","80.6","49.4","1.5","9556","97.5","95.3","1.156","-1.4","62.5"
"2024-08-28","16:59:43","3H","96.1","133.3","14.4","-1.3","3792","207.9","210.7","1.387","8.4","136.1"
"2024-12-14","12:38:28","6H","87.2","114.3","19.1","-5.6","5831","148.4","148.2","1.310","4.7","94.7"
"2024-04-25","07:13:10","3W","98.3","140.0","17.8","0.8","4949","207.2","214.3","1.424","6.3","137.8"
"2024-08-03","18:03:53","9H","85.9","113.9","21.4","-4.2","5645","169.9","172.0","1.327","1.6","121.0"
"2024-07-08","18:20:02","SW","74.8","88.8","54.6","-0.3","9628","101.6","106.2","1.187","-6.6","51.5"
"2024-02-15","06:14:45","Driver","98.8","144.9","21.5","3.3","3022","270.8","273.1","1.466","3.3","140.3"
"2024-01-17","16:52:04","2H","97.8","134.7","20.0","-14.9","5191","193.2","193.1","1.378","2.8","138.6"
"2024-06-05","17:52:21","3H","90.3","125.8","19.3","3.8","4354","156.9","157.5","1.394","-15.5","93.8"
"2024-03-28","18:30:09","3W","88.4","126.3","19.9","-11.0","4366","199.3","197.8","1.429","12.2","125.3"
"2024-05-28","08:12:01","6H","88.6","117.2","19.3","7.9","6450","159.3","155.4","1.323","15.6","85.6"
"2024-12-01","17:59:05","PW","73.5","90.6","40.2","-10.9","9925","134.9","135.2","1.233","-19.5","82.4"
"2024-04-20","19:09:28","PW","81.7","98.7","47.2","-7.5","9058","128.5","133.5","1.209","-6.1","71.2"
"2024-09-10","19:22:36","GW","68.3","81.5","53.8","3.2","9417","102.9","107.4","1.195","-7.2","69.2"
"2024-11-25","09:35:33","GW","75.3","87.3","46.6","-4.8","9066","97.0","100.2","1.160","-17.6","67.8"
"2024-01-06","17:37:28","SW","74.5","87.8","49.1","3.2","9996","108.8","104.8","1.178","-16.7","63.1"
"2024-03-22","19:29:18","9H","87.9","117.6","18.3","6.8","4711","147.6","144.1","1.337","-9.2","85.4"
"2024-12-28","19:49:58","Driver","107.9","160.0","13.4","12.5","3974","269.7","271.1","1.483","18.7","183.7"
"2024-04-17","16:51:59","9H","85.2","112.3","18.1","-4.6","5879","148.1","147.6","1.318","5.7","111.0"
"2024-05-08","10:28:40","5W","104.0","144.2","12.1","-11.2","3356","194.5","198.8","1.387","-10.1","134.1"
"2024-05-13","11:17:37","9H","88.5","118.3","17.6","14.2","4531","162.7","164.1","1.337","17.8","114.4"
"2024-11-16","07:58:13","2H","100.2","137.4","17.8","-1.4","5289","190.0","193.5","1.371","-1.7","112.0"
"2024-11-18","09:48:12","Driver","100.8","147.0","16.2","-14.9","3484","266.8","274.3","1.459","2.3","143.6"
"2024-02-02","15:33:23","3H","98.6","134.6","19.3","-7.2","5032","206.7","206.3","1.366","11.6","121.3"
"2024-07-02","15:54:30","GW","71.2","84.0","52.7","-10.2","9427","108.5","117.3","1.180","4.0","84.7"
"2024-06-01","09:13:10","6H","89.5","119.9","17.4","-6.0","4542","167.1","171.1","1.340","-10.2","89.4"
"2024-07-15","15:23:25","Driver","115.2","169.7","18.7","-7.5","2488","237.4","242.2","1.473","-18.8","133.7"
"2024-07-15","18:59:53","8H","88.5","115.3","17.9","12.6","6190","158.1","160.5","1.302","9.8","112.7"
"2024-04-03","14:53:25","SW","71.9","83.0","47.9","5.8","8631","102.8","98.6","1.155","14.4","67.1"
"2024-08-24","19:48:22","PW","75.9","92.9","44.8","1.7","9485","137.6","142.1","1.224","-14.1","101.5"
"2024-01-12","16:47:34","6H","92.3","120.1","16.8","-7.2","5792","186.4","181.5","1.301","4.6","117.1"
"2024-08-17","17:26:47","GW","72.3","86.5","45.6","-10.1","10079","98.6","104.7","1.196","-16.0","51.9"
"2024-02-03","11:59:55","9H","89.6","118.2","22.6","-5.4","5210","172.6","174.6","1.320","-8.0","101.9"
"2024-03-06","14:29:25","SW","73.2","86.9","46.0","9.4","9805","95.3","95.5","1.188","-7.5","61.3"
"2024-05-28","12:10:48","8H","90.1","119.6","23.1","12.9","5068","158.2","166.6","1.327","0.6","102.4"
"2024-05-01","15:36:37","7H","83.7","111.6","17.2","-7.7","4598","163.6","165.9","1.334","17.0","127.6"
"2024-03-26","14:00:47","4H","95.4","126.1","22.3","-14.9","4894","163.2","170.9","1.322","-12.4","116.5"
"2024-02-20","11:26:15","GW","74.8","86.8","51.4","-1.6","9481","112.4","118.3","1.160","-6.7","63.4"
"2024-05-25","19:18:12","GW","74.5","85.9","50.6","-2.7","10218","94.8","92.6","1.153","-13.2","62.1"
"2024-08-19","18:57:48","3H","98.8","135.9","20.8","-9.4","5054","195.2","197.6","1.375","-18.9","148.7"
"2024-11-05","09:08:01","3H","88.6","123.5","14.1","3.0","4837","203.9","201.4","1.395","-14.1","159.6"
"2024-09-07","16:00:06","GW","70.8","81.7","51.4","7.3","9891","103.1","109.6","1.155","11.8","79.2"
"2024-10-03","16:10:33","LW","64.4","71.6","51.9","-10.3","10616","84.3","92.8","1.111","2.8","46.4"
"2024-06-20","13:27:26","3H","90.6","123.7","16.5","4.3","4981","201.3","206.1","1.364","-10.5","126.6"
"2024-10-25","17:39:59","2H","94.8","132.7","20.2","4.7","4560","162.5","170.7","1.400","18.7","115.3"
"2024-08-24","09:11:29","3W","96.3","135.4","19.8","-2.3","3733","231.8","232.5","1.406","16.6","148.5"
"2024-08-20","07:27:50","4H","87.8","119.2","18.8","11.4","4123","188.9","185.6","1.358","1.6","97.6"
"2024-10-12","14:55:46","3W","90.7","125.2","17.9","-2.3","4296","208.1","207.9","1.380","-10.7","105.7"
"2024-03-15","08:06:07","9H","88.1","117.1","17.6","0.3","4960","154.8","155.6","1.329","-14.0","77.5"
"2024-07-21","09:17:42","3H","99.4","137.7","17.7","-3.7","3766","212.3","214.4","1.385","-11.8","140.4"
"2024-07-19","11:45:16","Driver","109.5","161.9","21.7","5.7","2651","266.8","268.1","1.478","19.9","172.5"
"2024-11-11","15:47:47","3W","92.3","128.4","15.7","-8.7","3995","240.1","248.9","1.392","-19.3","185.9"
"2024-03-25","06:07:41","PW","80.3","100.0","44.2","1.1","7784","110.0","113.4","1.245","4.2","56.8"
"2024-12-07","18:46:14","GW","68.1","80.4","48.6","8.8","9691","96.0","100.6","1.181","-19.9","59.3"
"2024-06-10","08:08:33","6H","84.6","111.8","21.7","13.9","5235","171.2","167.0","1.321","15.4","118.8"
"2024-02-14","07:31:04","6H","91.8","120.5","20.9","-2.6","5866","140.5","150.5","1.313","-10.1","82.8"
"2024-07-17","06:03:00","8H","85.3","113.7","17.1","-11.7","5762","170.4","178.7","1.333","-6.6","129.5"
"2024-03-14","07:19:18","3H","92.0","128.2","16.4","4.0","5143","186.1","182.3","1.393","-13.7","107.0"
"2024-07-18","13:34:51","7H","95.5","124.5","17.4","-13.1","5854","166.9","166.4","1.303","-10.6","92.8"
"2024-06-14","06:18:43","5W","93.8","133.5","21.3","-2.7","4669","192.2","195.3","1.423","14.8","133.0"
"2024-02-04","18:00:34","9H","89.3","119.0","19.4","-10.9","5766","140.1","146.8","1.332","11.0","99.4"
"2024-02-25","06:35:42","7H","94.9","123.8","18.1","8.6","5387","149.6","159.6","1.304","0.3","108.9"
"2024-09-13","06:53:36","6H","88.7","118.2","16.8","-8.2","5363","129.7","131.7","1.333","-19.7","99.1"
"2024-07-23","13:14:51","7H","86.5","112.6","18.0","7.3","5165","149.9","145.5","1.302","7.2","112.6"
"2024-06-06","19:48:47","Driver","103.6","153.3","10.4","7.6","2347","265.5","274.8","1.480","-4.8","135.0"
"2024-10-09","17:58:26","5H","90.1","122.4","17.3","5.0","3921","170.8","169.7","1.358","10.8","123.9"
"2024-06-20","11:02:55","7H","90.6","118.7","18.2","2.7","6379","141.6","150.5","1.311","12.7","88.6"
"2024-11-04","11:03:45","5W","100.6","142.9","20.6","-4.3","4165","185.1","192.9","1.420","-13.3","112.0"
"2024-09-03","08:09:18","4H","95.0","128.6","22.7","10.7","4836","175.8","178.2","1.353","11.9","102.3"
"2024-08-07","16:42:30","4H","89.1","119.1","16.2","-4.9","4469","158.3","162.4","1.337","19.6","89.1"
"2024-05-27","06:45:30","7H","84.5","111.7","23.5","-10.8","6010","143.0","141.5","1.322","10.2","94.2"
"2024-12-25","16:36:14","4H","93.0","123.6","18.1","5.8","4897","168.7","170.1","1.329","-5.4","128.4"
"2024-04-26","10:18:33","6H","87.8","117.4","23.8","-13.1","6487","162.7","172.1","1.337","-14.9","114.9"
"2024-10-15","11:56:46","Driver","110.0","162.3","21.1","-2.6","2657","263.9","271.5","1.475","-2.0","194.4"
"2024-06-07","11:22:46","2H","97.2","133.9","18.0","-11.2","4212","190.2","186.7","1.378","-6.2","151.1"
"2024-11-16","08:02:27","3H","96.5","134.0","19.5","-14.6","4621","199.0","195.3","1.388","-3.6","146.9"
"2024-12-21","10:25:43","LW","62.7","70.0","54.2","10.6","10015","76.8","84.7","1.117","4.1","44.4"
